YEAR,MO,DY,HR,Avg Power,Irradiance(Ideal),Temperature,Precipitation,Wind Speed,Wind Direction,Specific Humidity,Wind Speed(50M),Wind Direction(50M),Surface Pressure,Relative Humidity,PM2.5,PM10,WS,WD
2021,1,22,12,20282.48,391.45,23.49,0.0,2.08,154.11,3.6,2.26,159.19,98.74,19.62,134.78,312.54,1.34,134.27
2021,1,22,13,19030.48,523.38,24.2,0.0,1.74,152.74,3.6,1.93,159.58,98.64,18.75,124.4,320.01,1.27,139.67
2021,1,22,14,16394.0,434.94,23.98,0.0,1.63,144.33,3.66,1.8,150.99,98.57,19.25,120.28,287.51,1.22,138.66
2021,1,22,15,10647.52,261.22,22.73,0.0,1.52,125.4,4.39,2.15,126.29,98.53,25.06,109.24,251.73,1.46,133.74
2021,1,22,16,4829.0,90.76,18.44,0.0,2.2,108.24,5.74,3.77,108.1,98.51,42.88,81.34,242.88,1.27,137.35
2021,1,22,17,0.0,0.0,14.76,0.0,3.11,106.93,4.7,5.43,106.9,98.52,44.31,88.68,236.73,0.99,132.03
2021,1,22,18,0.0,0.0,13.38,0.0,3.5,109.57,4.39,6.64,109.67,98.56,45.31,81.43,239.86,1.04,135.65
2021,1,22,19,0.0,0.0,12.47,0.0,3.6,114.06,4.15,7.23,114.1,98.59,45.5,101.8,252.71,0.96,138.2
2021,1,22,20,0.0,0.0,11.69,0.0,3.62,117.67,4.03,7.51,117.71,98.63,46.12,107.65,256.88,0.9,129.9
2021,1,22,21,0.0,0.0,11.09,0.0,3.65,119.53,3.91,7.84,119.63,98.63,46.62,110.51,279.1,0.48,148.42
2021,1,22,22,0.0,0.0,10.53,0.0,3.68,120.11,3.78,8.07,120.21,98.62,47.38,107.02,286.09,0.45,136.46
2021,1,22,23,0.0,0.0,9.97,0.0,3.68,119.5,3.72,8.19,119.55,98.59,48.31,132.41,310.36,0.85,134.8
2021,1,23,0,0.0,0.0,9.37,0.0,3.64,118.6,3.72,8.1,118.59,98.57,49.62,118.45,271.31,0.91,139.26
2021,1,23,1,0.0,0.0,8.69,0.0,3.53,118.55,3.66,7.85,118.48,98.55,51.44,126.68,269.4,1.03,133.79
2021,1,23,2,0.0,0.0,7.98,0.0,3.36,119.25,3.66,7.41,119.08,98.52,53.75,90.57,238.32,0.83,136.57
2021,1,23,3,0.0,0.0,7.43,0.0,3.29,120.82,3.6,7.27,120.7,98.49,55.38,75.14,212.94,0.98,139.76
2021,1,23,4,0.0,0.0,7.03,0.0,3.31,124.14,3.6,7.34,124.06,98.47,56.38,67.03,184.87,1.17,143.36
2021,1,23,5,0.0,0.0,6.73,0.0,3.36,129.24,3.54,7.45,129.17,98.5,57.0,68.41,144.87,1.16,142.38
2021,1,23,6,0.0,0.0,6.57,0.0,3.45,135.28,3.54,7.59,135.17,98.55,57.06,53.68,134.79,1.22,152.31
2021,1,23,7,514.0,53.68,8.83,0.0,4.66,140.38,3.48,6.88,140.2,98.6,48.12,62.2,138.25,0.79,140.12
2021,1,23,8,2109.0,155.16,11.26,0.0,4.55,140.79,3.54,5.19,141.11,98.66,41.69,67.03,150.17,1.01,135.89
2021,1,23,9,7244.0,242.55,14.73,0.0,4.73,142.37,3.72,5.74,144.97,98.71,34.88,95.14,141.67,1.56,165.29
2021,1,23,10,13301.0,353.86,18.14,0.0,5.86,149.3,3.78,6.98,150.74,98.7,28.69,89.77,158.82,1.58,154.3
2021,1,23,11,18554.0,515.88,20.33,0.0,6.02,152.14,3.85,7.12,153.49,98.6,25.62,74.15,193.41,1.86,152.99
2021,1,23,12,20553.52,545.29,21.62,0.0,5.61,153.79,4.03,6.58,155.35,98.48,24.5,95.52,,2.13,152.81
2021,1,23,13,19544.48,498.95,22.19,0.0,5.08,155.76,4.21,5.96,157.84,98.4,24.81,,,1.97,154.63
2021,1,23,14,16584.48,389.04,22.3,0.0,4.32,156.54,4.46,5.13,159.14,98.34,25.94,22.88,286.18,2.2,167.62
2021,1,23,15,10560.0,233.31,21.67,0.0,3.15,149.82,4.94,4.32,150.65,98.31,30.19,49.49,243.8,1.94,168.87
2021,1,23,16,4499.52,87.76,18.17,0.0,2.32,126.52,6.04,4.57,127.57,98.31,45.5,60.89,208.46,1.21,149.59
2021,1,23,17,0.0,0.0,15.37,0.0,2.63,117.55,5.37,4.77,118.45,98.34,48.38,55.0,204.24,0.87,137.58
2021,1,23,18,0.0,0.0,14.38,0.0,2.09,116.37,5.25,3.53,116.68,98.41,50.62,82.92,212.4,0.29,160.45
2021,1,23,19,0.0,0.0,15.12,0.0,0.81,130.3,5.0,0.9,134.65,98.49,45.94,92.98,210.49,0.82,162.37
2021,1,23,20,0.0,0.0,14.65,0.0,1.48,278.52,5.0,2.52,282.36,98.56,47.12,91.31,221.89,0.76,162.46
2021,1,23,21,0.0,0.0,11.58,0.0,2.93,290.27,5.07,5.22,290.88,98.61,58.62,111.74,222.21,0.38,156.74
2021,1,23,22,0.0,0.0,10.4,0.0,3.34,300.16,5.13,6.99,300.21,98.64,63.88,114.61,216.88,0.07,183.96
2021,1,23,23,0.0,0.0,9.73,0.0,3.63,309.76,5.19,7.87,309.73,98.66,67.94,99.67,234.99,0.08,181.35
2021,1,24,0,0.0,0.0,9.13,0.0,4.09,318.02,5.25,8.08,318.21,98.67,72.0,92.57,221.13,0.11,219.9
2021,1,24,1,0.0,0.0,8.43,0.0,4.19,324.26,5.31,7.87,324.62,98.67,75.94,109.94,242.2,0.27,332.23
2021,1,24,2,0.0,0.0,7.6,0.0,3.84,327.9,5.25,7.49,328.13,98.65,79.5,109.31,245.48,0.22,184.64
2021,1,24,3,0.0,0.0,6.83,0.0,3.41,329.73,5.19,7.15,329.96,98.64,82.75,117.98,267.99,0.28,266.07
2021,1,24,4,0.0,0.0,6.18,0.0,3.13,330.88,5.13,6.84,331.03,98.66,85.31,120.26,268.78,0.2,265.85
2021,1,24,5,0.0,0.0,5.62,0.0,2.97,331.88,5.0,6.5,331.99,98.71,87.31,107.37,270.17,0.6,323.78
2021,1,24,6,0.0,0.0,5.23,0.0,2.88,332.67,4.94,6.17,332.72,98.78,88.5,114.58,234.5,0.48,310.16
2021,1,24,7,86.0,40.59,7.8,0.0,3.41,331.38,4.94,5.31,331.7,98.84,74.38,100.23,200.75,1.19,307.86
2021,1,24,8,172.0,98.81,10.33,0.0,3.3,326.31,5.0,3.63,326.86,98.92,63.5,99.78,198.22,0.86,299.85
2021,1,24,9,862.0,169.02,13.88,0.0,2.9,324.77,5.19,3.4,328.72,98.99,51.62,108.21,196.97,0.89,309.44
2021,1,24,10,825.0,272.48,17.62,0.0,3.53,337.75,4.58,3.89,339.05,99.01,36.19,113.94,204.56,1.01,335.69
2021,1,24,11,2243.52,257.27,18.7,0.0,2.92,332.96,4.27,3.2,334.56,98.97,31.31,116.99,222.56,1.01,303.42
2021,1,24,12,2074.48,269.13,19.34,0.0,2.87,328.26,3.97,3.16,330.08,98.91,28.06,108.22,232.73,1.18,309.29
2021,1,24,13,2107.0,268.73,19.55,0.0,2.99,323.61,3.66,3.33,325.12,98.86,25.69,105.0,238.3,1.02,318.33
2021,1,24,14,4732.0,218.87,19.26,0.0,3.16,319.21,3.42,3.59,320.21,98.83,24.19,102.2,258.9,0.94,328.97
2021,1,24,15,9376.0,142.34,18.28,0.0,3.12,316.12,3.36,3.97,316.44,98.83,25.12,104.51,258.71,1.09,321.96
2021,1,24,16,4659.52,52.24,14.37,0.0,2.43,312.4,4.39,4.61,312.39,98.85,42.5,101.77,247.86,1.06,254.34
2021,1,24,17,0.0,6.64,10.9,0.0,3.02,312.9,3.91,5.32,312.74,98.9,47.12,88.51,245.06,0.68,260.45
2021,1,24,18,0.0,0.0,9.66,0.0,3.15,314.2,3.72,5.67,313.99,98.96,48.88,96.5,242.77,0.27,334.7
2021,1,24,19,0.0,0.0,8.68,0.0,3.17,314.8,3.6,5.76,314.84,99.02,51.12,118.05,247.26,0.74,342.77
2021,1,24,20,0.0,0.0,7.87,0.0,3.18,317.39,3.54,5.81,317.4,99.05,53.31,134.36,275.47,0.95,353.46
2021,1,24,21,0.0,0.0,7.21,0.0,3.22,322.1,3.54,5.88,322.06,99.06,55.25,108.15,249.6,0.74,338.12
2021,1,24,22,0.0,0.0,6.62,0.0,3.24,326.43,3.54,5.99,326.43,99.05,57.31,103.03,238.22,0.62,317.03
2021,1,24,23,0.0,0.0,6.06,0.0,3.25,330.17,3.54,6.12,330.16,99.01,59.38,69.3,247.37,0.88,342.63
2021,1,25,0,0.0,0.0,5.53,0.0,3.23,334.05,3.54,6.15,334.09,98.99,61.62,100.73,232.78,0.83,346.73
2021,1,25,1,0.0,0.0,5.02,0.0,3.21,337.24,3.54,6.17,337.27,98.95,64.0,84.19,224.06,1.14,264.51
2021,1,25,2,0.0,0.0,4.41,0.0,3.08,337.66,3.6,5.91,337.71,98.92,67.88,93.79,218.16,1.25,258.09
2021,1,25,3,0.0,0.0,3.69,0.0,2.9,334.47,3.66,5.48,334.49,98.9,73.19,90.27,208.12,1.14,341.96
2021,1,25,4,0.0,0.0,3.03,0.0,2.75,327.75,3.78,5.14,327.86,98.92,78.69,65.98,186.61,1.26,342.04
2021,1,25,5,0.0,0.0,2.47,0.0,2.65,320.02,3.91,4.94,320.19,98.99,84.31,60.77,181.01,1.09,251.04
2021,1,25,6,0.0,0.0,2.06,0.0,2.54,313.26,4.03,4.79,313.54,99.08,89.75,63.18,181.08,0.82,180.38
2021,1,25,7,272.5,36.32,4.37,0.0,2.89,307.21,4.15,4.13,307.63,99.17,79.56,93.74,177.42,0.67,327.69
2021,1,25,8,545.0,107.59,6.87,0.0,2.6,302.35,4.33,2.8,302.72,99.26,69.31,95.13,184.62,0.82,244.82
2021,1,25,9,1940.48,200.86,11.06,0.0,2.33,312.96,4.46,2.71,316.17,99.31,53.94,79.9,186.78,0.92,248.17
2021,1,25,10,5604.0,264.88,14.92,0.0,2.74,332.26,4.33,3.03,332.64,99.3,40.38,96.7,189.76,0.92,260.91
2021,1,25,11,16295.52,337.86,17.33,0.0,2.24,341.94,4.09,2.38,343.23,99.21,32.62,108.92,209.12,0.91,339.49
2021,1,25,12,20363.52,415.03,19.09,0.0,1.69,353.37,3.78,1.83,355.83,99.1,27.12,73.95,210.99,1.03,251.8
2021,1,25,13,19060.0,324.39,19.8,0.0,1.51,353.17,3.66,1.67,355.44,98.99,24.94,100.77,205.92,1.13,253.79
2021,1,25,14,15972.48,318.12,19.65,0.0,1.47,345.52,3.54,1.65,347.68,98.92,24.75,95.17,218.68,0.82,174.06
2021,1,25,15,10730.0,184.29,18.87,0.0,1.35,336.41,3.85,1.69,336.63,98.9,28.0,82.57,205.79,0.85,324.76
2021,1,25,16,4568.0,63.23,16.22,0.0,1.39,319.33,4.58,2.08,319.26,98.91,39.5,84.83,201.19,1.0,252.82
2021,1,25,17,0.0,6.18,13.94,0.0,1.83,310.34,3.91,2.68,310.38,98.96,39.19,77.25,204.92,0.67,344.86
2021,1,25,18,0.0,0.0,12.65,0.0,2.11,308.1,3.85,3.14,308.04,99.02,42.0,82.89,205.04,0.14,250.63
2021,1,25,19,0.0,0.0,11.56,0.0,2.3,309.36,3.78,3.48,309.26,99.07,44.31,99.58,192.9,0.11,158.26
2021,1,25,20,0.0,0.0,10.52,0.0,2.47,313.08,3.72,3.79,313.0,99.1,46.62,115.26,226.98,0.11,158.38
2021,1,25,21,0.0,0.0,9.58,0.0,2.61,316.33,3.66,4.07,316.17,99.1,48.88,134.87,471.34,0.11,168.67
2021,1,25,22,0.0,0.0,8.78,0.0,2.7,317.46,3.6,4.26,317.45,99.08,50.88,194.04,514.12,0.11,180.56
2021,1,25,23,0.0,0.0,8.01,0.0,2.8,317.15,3.6,4.47,317.19,99.03,53.0,162.81,341.3,0.38,180.89
2021,1,26,0,0.0,0.0,7.23,0.0,2.95,316.29,3.54,4.82,316.18,99.0,55.44,128.56,198.19,0.15,192.95
2021,1,26,1,0.0,0.0,6.48,0.0,3.12,316.83,3.54,5.27,316.8,98.95,58.0,104.79,167.02,0.11,151.3
2021,1,26,2,0.0,0.0,5.87,0.0,3.23,318.33,3.54,5.64,318.43,98.92,60.38,91.11,168.48,0.11,153.47
2021,1,26,3,0.0,0.0,5.33,0.0,3.28,320.32,3.54,5.91,320.42,98.9,62.88,70.2,180.82,0.11,176.01
2021,1,26,4,0.0,0.0,4.86,0.0,3.24,322.63,3.6,5.98,322.8,98.91,65.94,76.21,131.22,0.17,182.68
2021,1,26,5,0.0,0.0,4.41,0.0,3.14,325.24,3.66,5.8,325.37,98.99,69.62,65.72,140.58,0.64,185.41
2021,1,26,6,0.0,0.0,4.1,0.0,2.99,327.14,3.78,5.52,327.44,99.08,73.38,53.38,92.41,0.75,183.31
2021,1,26,7,380.0,55.55,6.91,0.0,2.84,327.36,4.03,4.92,327.72,99.16,64.25,52.22,92.46,0.82,203.77
2021,1,26,8,3662.0,170.83,9.76,0.0,2.9,325.41,4.09,3.26,326.35,99.21,54.06,49.31,149.21,0.73,211.63
2021,1,26,9,10663.0,306.43,13.61,0.0,2.16,320.43,4.33,2.57,325.92,99.24,44.19,60.13,147.44,0.75,233.15
2021,1,26,10,16836.0,439.3,18.31,0.0,2.81,340.21,4.33,3.21,341.7,99.21,32.56,82.91,186.99,0.7,272.49
2021,1,26,11,20722.0,549.97,19.66,0.0,2.65,336.69,4.33,3.0,337.64,99.12,29.88,87.02,230.89,0.58,257.24
2021,1,26,12,20976.0,563.09,20.44,0.0,2.67,330.13,4.21,3.02,331.05,99.0,28.0,77.66,209.88,0.79,310.18
2021,1,26,13,19759.52,525.31,20.81,0.0,2.86,324.01,4.15,3.25,324.78,98.89,26.81,92.91,208.05,1.07,333.35
2021,1,26,14,17223.52,399.47,20.56,0.0,3.07,321.41,4.09,3.54,321.99,98.84,26.69,79.66,236.99,1.39,333.68
2021,1,26,15,11205.52,257.02,19.65,0.0,3.0,321.88,4.15,3.73,322.24,98.84,28.62,107.06,223.83,1.01,262.81
2021,1,26,16,5286.48,88.78,16.02,0.0,2.18,321.98,5.37,3.85,322.01,98.86,46.56,80.01,190.74,0.93,347.39
2021,1,26,17,0.0,6.95,13.18,0.0,2.48,324.11,4.64,3.92,324.0,98.91,48.62,73.91,199.81,0.59,345.74
2021,1,26,18,0.0,0.0,12.26,0.0,2.46,328.23,4.46,3.84,328.22,98.97,49.75,90.27,206.79,0.09,202.31
2021,1,26,19,0.0,0.0,11.55,0.0,2.4,332.1,4.33,3.72,332.09,99.02,50.69,81.97,231.46,0.11,183.54
2021,1,26,20,0.0,0.0,10.89,0.0,2.39,331.93,4.21,3.68,331.75,99.05,51.56,140.97,461.41,0.11,169.04
2021,1,26,21,0.0,0.0,10.21,0.0,2.43,329.32,4.15,3.76,329.28,99.06,52.75,162.34,451.72,0.1,161.18
2021,1,26,22,0.0,0.0,9.43,0.0,2.54,328.46,4.03,3.96,328.38,99.05,54.38,158.21,398.27,0.11,164.28
2021,1,26,23,0.0,0.0,8.56,0.0,2.67,327.8,3.97,4.25,327.77,99.01,56.75,135.71,294.7,0.11,154.26
2021,1,27,0,0.0,0.0,7.74,0.0,2.78,326.8,3.91,4.51,326.81,98.99,59.12,129.03,232.59,0.1,166.62
2021,1,27,1,0.0,0.0,6.96,0.0,2.86,325.7,3.85,4.72,325.73,98.95,61.31,119.35,203.99,0.1,235.39
2021,1,27,2,0.0,0.0,6.26,0.0,2.88,325.62,3.78,4.83,325.74,98.91,63.12,90.17,175.56,0.1,212.29
2021,1,27,3,0.0,0.0,5.6,0.0,2.88,324.5,3.72,4.88,324.58,98.88,64.69,99.17,133.84,0.1,210.39
2021,1,27,4,0.0,0.0,4.98,0.0,2.92,320.86,3.66,5.03,320.87,98.88,66.44,91.58,154.85,0.51,193.7
2021,1,27,5,0.0,0.0,4.47,0.0,2.97,317.13,3.6,5.23,317.18,98.93,67.94,73.67,147.87,0.73,210.33
2021,1,27,6,0.0,0.0,4.15,0.0,2.96,315.64,3.54,5.28,315.66,98.99,68.69,82.22,158.48,0.62,204.56
2021,1,27,7,423.32,88.67,7.23,0.0,2.89,314.56,3.72,5.01,314.81,99.04,58.06,78.42,136.69,0.53,208.39
2021,1,27,8,3671.52,271.55,10.28,0.0,3.18,310.62,3.66,3.52,311.04,99.1,46.56,94.97,174.68,0.62,237.66
2021,1,27,9,10827.52,378.99,13.94,0.0,2.49,307.23,3.91,2.92,311.75,99.15,38.88,120.28,211.87,0.79,247.29
2021,1,27,10,16727.52,609.88,18.51,0.0,3.71,322.79,3.66,4.3,323.05,99.16,27.5,151.89,236.48,0.81,266.46
2021,1,27,11,20369.52,592.07,20.05,0.0,3.48,320.1,3.6,3.96,320.53,99.09,24.5,127.97,256.73,0.89,316.46
2021,1,27,12,21797.52,641.65,20.94,0.0,3.31,319.4,3.54,3.76,320.06,99.01,22.5,112.95,266.44,1.09,325.61
2021,1,27,13,22012.0,584.57,21.33,0.0,3.22,318.54,3.42,3.67,319.23,98.95,21.38,104.42,248.96,1.41,248.34
2021,1,27,14,19463.52,459.2,21.08,0.0,3.19,315.79,3.36,3.67,316.38,98.91,21.19,65.23,204.91,1.44,348.05
2021,1,27,15,13406.48,287.18,20.12,0.0,2.92,312.73,3.42,3.65,312.83,98.9,23.06,45.84,163.75,1.48,347.12
2021,1,27,16,5958.0,104.96,16.22,0.0,2.18,310.65,4.88,3.82,310.6,98.91,42.06,42.8,151.04,1.22,339.0
2021,1,27,17,0.0,7.36,13.21,0.0,2.53,309.87,4.09,3.99,309.76,98.95,42.44,66.27,161.31,0.44,324.3
2021,1,27,18,0.0,0.0,12.26,0.0,2.51,311.72,3.85,3.89,311.5,99.01,42.44,81.74,166.61,0.1,171.1
2021,1,27,19,0.0,0.0,11.73,0.0,2.34,315.14,3.66,3.55,314.91,99.06,42.5,89.62,215.34,0.1,154.69
2021,1,27,20,0.0,0.0,11.18,0.0,2.2,318.16,3.54,3.3,318.07,99.08,42.62,76.98,285.02,0.11,151.56
2021,1,27,21,0.0,0.0,10.5,0.0,2.15,321.05,3.48,3.19,320.77,99.09,43.31,104.83,315.97,0.09,165.67
2021,1,27,22,0.0,0.0,9.73,0.0,2.15,324.17,3.36,3.19,323.86,99.08,44.5,124.56,342.15,0.19,57.6
2021,1,27,23,0.0,0.0,8.74,0.0,2.25,327.64,3.3,3.38,327.56,99.05,46.69,107.32,281.66,0.57,12.89
2021,1,28,0,0.0,0.0,7.62,0.0,2.42,331.2,3.23,3.7,331.22,99.01,49.5,118.63,256.12,0.52,14.24
2021,1,28,1,0.0,0.0,6.4,0.0,2.63,334.35,3.23,4.17,334.35,98.98,53.0,99.24,230.29,0.33,89.13
2021,1,28,2,0.0,0.0,5.43,0.0,2.79,337.96,3.17,4.55,337.92,98.95,55.69,106.58,240.82,0.09,181.91
2021,1,28,3,0.0,0.0,4.8,0.0,2.82,340.76,3.11,4.64,340.74,98.93,57.12,89.88,221.75,0.11,168.59
2021,1,28,4,0.0,0.0,4.48,0.0,2.69,342.57,3.05,4.35,342.64,98.94,57.44,90.82,203.11,0.11,162.48
2021,1,28,5,0.0,0.0,4.51,0.0,2.38,342.46,2.99,3.71,342.37,98.98,56.25,70.53,219.81,0.18,185.47
2021,1,28,6,0.0,0.0,4.92,0.0,2.01,335.13,2.93,2.99,335.31,99.05,53.94,99.9,212.88,0.29,200.14
2021,1,28,7,369.52,60.68,7.01,0.0,1.55,318.27,3.48,2.48,318.58,99.13,54.81,90.27,196.02,0.11,155.03
2021,1,28,8,4264.48,155.67,9.98,0.0,1.61,306.7,3.11,1.75,307.02,99.2,40.38,113.01,189.87,0.17,238.88
2021,1,28,9,11569.52,274.25,13.23,0.0,1.04,305.49,3.36,1.13,307.98,99.25,34.94,155.2,215.44,0.61,229.29
2021,1,28,10,17296.0,348.21,18.24,0.0,1.25,307.87,2.99,1.41,303.95,99.26,22.5,154.07,270.58,0.54,187.52
2021,1,28,11,20017.0,372.68,19.94,0.0,1.54,311.71,2.87,1.68,307.99,99.2,19.44,160.74,296.46,0.54,222.8
2021,1,28,12,21180.0,479.35,20.62,0.0,1.75,327.37,2.81,1.87,324.52,99.12,18.38,150.01,292.18,0.87,252.83
2021,1,28,13,22673.52,490.16,20.75,0.0,2.02,338.2,2.75,2.17,336.39,99.05,18.0,132.31,225.66,0.81,246.46
2021,1,28,14,18898.0,402.08,20.34,0.0,2.25,336.91,2.75,2.48,335.45,99.01,18.19,105.56,195.28,0.84,259.21
2021,1,28,15,13635.52,267.06,19.27,0.0,2.26,332.2,2.99,2.92,331.38,99.0,21.25,98.31,184.93,0.98,339.87
2021,1,28,16,6891.52,91.24,15.31,0.0,2.07,332.27,4.52,3.56,332.31,99.01,41.38,86.94,167.95,0.82,332.48
2021,1,28,17,0.0,6.96,12.37,0.0,2.49,334.56,3.72,3.94,334.5,99.03,41.12,60.58,171.49,0.54,330.95
2021,1,28,18,0.0,0.0,11.27,0.0,2.55,337.12,3.54,4.03,337.06,99.09,42.0,78.33,180.6,0.08,153.45
2021,1,28,19,0.0,0.0,10.54,0.0,2.54,337.61,3.36,3.98,337.47,99.14,42.25,85.29,192.34,0.09,200.26
2021,1,28,20,0.0,0.0,9.8,0.0,2.6,334.74,3.3,4.06,334.47,99.16,43.06,133.14,255.38,0.1,168.71
2021,1,28,21,0.0,0.0,8.83,0.0,2.8,331.5,3.23,4.47,331.15,99.17,45.44,133.12,323.27,0.11,167.82
2021,1,28,22,0.0,0.0,7.98,0.0,2.94,329.35,3.17,4.79,329.08,99.15,47.44,177.52,568.02,0.11,165.46
2021,1,28,23,0.0,0.0,7.23,0.0,3.05,327.65,3.17,5.03,327.42,99.11,49.19,212.49,530.49,0.11,162.96
2021,1,29,0,0.0,0.0,6.5,0.0,3.14,326.07,3.11,5.28,325.98,99.08,50.88,201.17,471.33,0.11,151.82
2021,1,29,1,0.0,0.0,5.78,0.0,3.2,325.03,3.05,5.5,324.95,99.04,52.62,183.38,371.81,0.11,160.06
2021,1,29,2,0.0,0.0,5.12,0.0,3.21,324.3,2.99,5.58,324.35,99.01,54.25,168.73,380.98,0.11,156.42
2021,1,29,3,0.0,0.0,4.47,0.0,3.2,323.13,2.93,5.64,323.27,98.99,55.88,131.58,266.48,0.38,176.64
2021,1,29,4,0.0,0.0,3.87,0.0,3.21,322.13,2.93,5.72,322.27,99.0,57.56,127.41,225.03,0.34,180.94
2021,1,29,5,0.0,0.0,3.36,0.0,3.16,321.03,2.87,5.64,321.13,99.07,59.25,100.19,208.35,0.76,190.33
2021,1,29,6,0.0,0.0,3.05,0.0,3.07,319.65,2.93,5.49,319.79,99.15,60.69,98.08,195.95,0.79,210.81
2021,1,29,7,330.48,70.76,6.2,0.0,2.85,317.22,3.17,5.04,317.45,99.21,53.25,96.3,201.38,0.62,212.0
2021,1,29,8,3840.0,193.92,9.45,0.0,3.1,311.63,3.05,3.45,312.15,99.25,41.25,111.42,239.12,0.66,233.91
2021,1,29,9,10543.0,360.83,13.15,0.0,2.46,303.08,3.3,2.89,308.08,99.3,35.0,106.8,243.21,0.71,268.11
2021,1,29,10,17155.0,563.89,18.02,0.0,3.96,321.16,3.3,4.7,322.56,99.3,25.38,110.94,272.84,0.84,279.76
2021,1,29,11,21931.0,569.98,19.83,0.0,4.19,318.4,3.17,4.89,319.34,99.25,21.94,101.23,307.14,1.03,306.89
2021,1,29,12,23174.48,633.0,20.81,0.0,4.49,315.85,3.11,5.26,316.56,99.17,20.12,122.01,274.64,1.1,304.17
2021,1,29,13,19900.48,590.16,21.19,0.0,4.84,314.08,2.99,5.72,314.61,99.1,19.06,121.63,270.86,1.38,326.19
2021,1,29,14,20523.52,468.38,20.87,0.0,4.97,313.6,2.93,6.0,313.79,99.07,18.88,103.76,268.7,1.64,326.43
2021,1,29,15,15812.0,296.53,19.82,0.0,4.38,313.77,3.05,5.82,313.97,99.05,20.81,101.44,225.12,1.51,338.11
2021,1,29,16,7011.0,120.57,15.55,0.0,2.8,314.89,4.21,5.54,314.77,99.06,37.75,61.03,187.21,1.48,341.37
2021,1,29,17,0.0,7.66,11.83,0.0,3.22,317.65,3.85,5.67,317.4,99.07,43.94,59.88,183.06,0.84,328.45
2021,1,29,18,0.0,0.0,10.73,0.0,3.26,320.25,3.66,5.65,319.99,99.13,45.31,79.78,205.56,0.36,297.13
2021,1,29,19,0.0,0.0,9.89,0.0,3.26,320.16,3.54,5.62,319.85,99.17,46.44,86.98,258.17,0.31,282.75
2021,1,29,20,0.0,0.0,9.11,0.0,3.34,318.03,3.42,5.86,317.76,99.18,47.44,99.73,321.68,0.43,297.34
2021,1,29,21,0.0,0.0,8.4,0.0,3.46,315.73,3.36,6.22,315.41,99.17,48.38,129.07,313.2,0.52,321.22
2021,1,29,22,0.0,0.0,7.74,0.0,3.55,313.57,3.3,6.59,313.37,99.14,49.5,116.23,288.36,0.26,271.46
2021,1,29,23,0.0,0.0,7.11,0.0,3.61,312.19,3.23,6.93,312.03,99.09,50.88,112.82,277.69,0.1,203.74
2021,1,30,0,0.0,0.0,6.5,0.0,3.61,312.19,3.23,7.12,312.2,99.06,52.69,102.17,267.77,0.13,236.82
2021,1,30,1,0.0,0.0,5.89,0.0,3.55,314.02,3.23,7.18,314.07,99.01,55.06,93.29,236.93,0.11,215.81
2021,1,30,2,0.0,0.0,5.26,0.0,3.45,316.65,3.23,7.01,316.67,98.96,57.88,83.92,237.07,0.59,207.49
2021,1,30,3,0.0,0.0,4.65,0.0,3.35,318.12,3.23,6.81,318.26,98.91,60.75,81.47,221.16,0.49,198.79
2021,1,30,4,0.0,0.0,4.14,0.0,3.28,318.57,3.3,6.6,318.69,98.91,63.44,86.84,201.31,0.76,204.74
2021,1,30,5,0.0,0.0,3.69,0.0,3.23,318.24,3.3,6.36,318.44,98.97,66.25,64.66,200.29,0.77,212.3
2021,1,30,6,0.0,0.0,3.44,0.0,3.12,315.81,3.36,6.03,316.21,99.03,68.25,77.23,186.41,0.95,210.8
2021,1,30,7,398.0,115.13,6.73,0.0,3.18,309.52,3.54,5.26,310.12,99.09,57.12,73.94,184.9,0.64,251.58
2021,1,30,8,4656.0,307.95,9.81,0.0,3.25,296.07,3.54,3.6,296.95,99.14,46.38,75.88,183.84,0.69,267.05
2021,1,30,9,13026.48,482.18,13.7,0.0,2.71,280.95,3.78,2.96,284.51,99.17,38.31,133.16,195.58,0.89,251.75
2021,1,30,10,18265.52,641.02,18.97,0.0,4.49,307.93,3.48,5.64,310.62,99.15,25.12,133.79,206.43,0.81,256.01
2021,1,30,11,23904.0,685.53,21.26,0.0,5.36,308.26,3.11,6.36,308.52,99.08,19.69,83.92,219.4,0.77,272.49
2021,1,30,12,24860.48,683.59,22.24,0.0,5.58,306.05,2.99,6.62,306.22,98.96,17.69,80.62,232.81,1.05,305.5
2021,1,30,13,22390.48,643.43,22.61,0.0,5.7,305.8,2.87,6.82,305.91,98.86,16.62,111.6,218.39,1.34,309.23
2021,1,30,14,21119.52,475.6,22.34,0.0,5.48,307.52,2.81,6.65,307.6,98.8,16.44,86.98,210.7,1.48,305.56
2021,1,30,15,12935.52,296.25,21.3,0.0,4.61,309.3,2.87,6.05,309.34,98.77,18.0,73.81,188.41,1.21,304.34
2021,1,30,16,6312.0,114.28,16.91,0.0,2.73,309.89,4.33,5.17,309.85,98.79,35.5,72.24,180.22,1.31,305.51
2021,1,30,17,0.0,8.7,13.3,0.0,2.91,310.87,3.85,4.73,310.71,98.83,40.06,57.58,180.34,0.74,296.71
2021,1,30,18,0.0,0.0,12.65,0.0,2.73,312.79,3.6,4.27,312.63,98.91,39.25,76.03,182.66,0.13,232.75
2021,1,30,19,0.0,0.0,12.24,0.0,2.52,314.5,3.48,3.86,314.34,98.98,38.5,79.83,210.1,0.12,181.76
